year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2023,0.1244777046680788,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,8.357573832958157e-06,Alto
2024,0.0,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,0.0,Alto
2007,2469.4390609566376,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.10181154652470162,Médio
2008,7.755555883841812,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.00031975080947605904,Médio
2009,3.4820935966798396,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.0001435618881335741,Médio
2010,3.536093668577307,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.00014578823618129487,Médio
2011,0.9547163212418144,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,3.9361629405970497e-05,Médio
2012,0.3803485725331013,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,1.568124397168012e-05,Médio
2013,2.190869293915046,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,9.032650150134181e-05,Médio
2014,1.4736437672802745,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,6.075628807587196e-05,Médio
2015,0.6696962264396167,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,2.76106463178568e-05,Médio
2016,3.061244931465928,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.0001262108815281768,Médio
2017,1.8920583578679844,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,7.800694116132692e-05,Médio
2018,0.9904722242129064,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,4.0835795679773504e-05,Médio
2019,1.4808200871452013,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,6.105215778788708e-05,Médio
2020,1.2606346238705546,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,5.197421660979405e-05,Médio
2021,1.4740304222070957,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,6.0772229322081866e-05,Médio
2022,0.5520944513131788,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,2.2762088283371627e-05,Médio
2023,0.3552756676022227,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,1.4647522886094524e-05,Médio
2024,0.0,Sao Geraldo do Araguaia,1507458,Para,São Geraldo do Araguaia,1507458,são-geraldense,JEFFERSON DOUGLAS JESUS OLIVEIRA,3168.392,24255.0,7.66,24978.0,96.1,0.595,14.96,123143138.27,119381835.3,28929.59,0.0,Médio
2007,100.01383783005694,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.02257648709482098,Médio
2008,3.7603795773109647,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.000848844148377193,Médio
2009,0.3019015029333556,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,6.814932346125409e-05,Médio
2010,2.3105929027540175,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0005215785333530514,Médio
2011,0.7264109597122559,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.00016397538593956114,Médio
2012,0.0720976796039623,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,1.627487124242941e-05,Médio
2013,0.665064930478035,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0001501275238099402,Médio
2014,0.1273569822455596,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,2.8748754457236932e-05,Médio
2015,0.580251794753028,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0001309823464453788,Médio
2016,0.3721113628687976,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,8.399805030898365e-05,Médio
2017,0.7872305188144966,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.00017770440605293375,Médio
2018,0.6216733557046369,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.00014033258593784128,Médio
2019,0.4508138685166637,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0001017638529382988,Médio
2020,0.6517322250238979,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0001471178837525729,Médio
2021,0.3959156823558511,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,8.937148585910861e-05,Médio
2022,0.4007634201338551,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,9.046578332592665e-05,Médio
2023,0.3077862205578391,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,6.947770215752575e-05,Médio
2024,0.0,Sao Joao da Ponta,1507466,Para,São João da Ponta,1507466,são joão pontense,LIDIANE DE SOUSA CARVALHO,195.918,4430.0,22.61,4509.0,99.1,0.583,,34419046.39,33606835.42,9120.92,0.0,Médio
2007,190.93781547470405,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,0.009228953331466193,Baixo
2008,4.54622867947713,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,0.00021974134465064187,Baixo
2009,1.9565956075898543,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,9.457178247328795e-05,Baixo
2010,1.3407917137280247,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,6.480698505138115e-05,Baixo
2011,1.131838849428851,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,5.470727678615936e-05,Baixo
2012,1.0038203056768762,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,4.8519517892448945e-05,Baixo
2013,1.2575540565576102,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,6.0783704217584715e-05,Baixo
2014,1.804558556980674,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,8.722309231865599e-05,Baixo
2015,3.234148072131761,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,0.0001563221070197574,Baixo
2016,1.0765988851467538,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,5.203726062867968e-05,Baixo
2017,0.6939397989815675,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,3.354148576449164e-05,Baixo
2018,0.8938914302588103,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,4.320612065632995e-05,Baixo
2019,1.9360334976977016,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,9.357791568938574e-05,Baixo
2020,0.5664350739961087,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,2.7378562230949234e-05,Baixo
2021,1.9160691341971292,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,9.261294089598962e-05,Baixo
2022,0.9567867174888434,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,4.6246155806894646e-05,Baixo
2023,0.7876236753109053,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,3.806968317999445e-05,Baixo
2024,0.0,Sao Joao de Pirabas,1507474,Para,São João de Pirabas,1507474,pirabense,KAMILY MARIA FERREIRA ARAUJO,668.058,20689.0,30.95,21447.0,96.3,0.539,19.84,96182437.54,99144609.68,7771.66,0.0,Baixo
2007,851.150206404956,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.062291437822376755,Baixo
2008,34.661897982257074,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0025367314097085093,Baixo
2009,15.374950170605857,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.001125215908270335,Baixo
2010,4.85774843226623,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00035551437589770416,Baixo
2011,3.073816946329751,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0002249573292103155,Baixo
2012,2.079207284335961,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0001521668094508168,Baixo
2013,3.3733058253423525,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0002468754263277483,Baixo
2014,4.519668631864189,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00033077200174650096,Baixo
2015,4.933437261142252,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00036105366372528194,Baixo
2016,6.6039451393895,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.000483309802355789,Baixo
2017,4.822365400696795,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0003529248683179739,Baixo
2018,3.949818207586091,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00028906749177298676,Baixo
2019,5.266375215675678,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00038541973182638163,Baixo
2020,4.772330874687256,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.0003492630909460814,Baixo
2021,5.3752458239891645,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00039338742857063556,Baixo
2022,4.806150795894546,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00035173820227565476,Baixo
2023,3.260143204080946,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.000238593618565643,Baixo
2024,2.1579183793972128,Sao Joao do Araguaia,1507508,Para,São João do Araguaia,1507508,são-joanense,MARCELLANNE CRISTINA CARNEIRO SOBRAL,1279.889,13664.0,10.68,14246.0,91.6,0.55,17.05,70088990.87,70054198.18,13249.93,0.00015792728186455013,Baixo
2007,864.4604308391117,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,0.016343260688151996,Médio
2008,7.789224986691893,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,0.0001472610312453566,Médio
2009,0.6555595866105862,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,1.239383647692718e-05,Médio
2010,0.0808131347650175,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,1.5278317912242882e-06,Médio
2011,1.344461837302748,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,2.5418040558527392e-05,Médio
2012,1.2442870016206578,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,2.3524161561248114e-05,Médio
2013,0.818479944189584,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,1.5473965746390592e-05,Médio
2014,0.2154795772943773,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,4.073800001784272e-06,Médio
2015,1.5251034488845685,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,2.8833203177762477e-05,Médio
2016,1.209768696524656,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,2.287156759792521e-05,Médio
2017,1.6746946616845984,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,3.166133515492491e-05,Médio
2018,0.6651878358830474,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,1.2575865615817436e-05,Médio
2019,0.210452933169506,Sao Miguel do Guama,1507607,Para,São Miguel do Guamá,1507607,guamaense,EDUARDO SAMPAIO GOMES LEITE,1094.565,52894.0,48.32,55798.0,96.9,0.591,10.06,246382758.02,252015154.7,13160.19,3.978767594991984e-06,Médio
