year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2013,0.530385429987338,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,1.6630673209185313e-05,Baixo
2014,0.2483252241263511,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,7.78644249737712e-06,Baixo
2015,0.7387224314045557,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,2.3163251956746386e-05,Baixo
2016,1.7546107989889184,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,5.501727075720928e-05,Baixo
2017,1.4162216740498017,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,4.440680026495051e-05,Baixo
2018,0.8335443723266429,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,2.61364722289804e-05,Baixo
2019,2.3076127750144755,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,7.235710444671e-05,Baixo
2020,3.262905085974025,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,0.00010231108384466403,Baixo
2021,6.139765411567087,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,0.00019251741538840733,Baixo
2022,3.423215062520164,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,0.00010733773556127443,Baixo
2023,2.5254595424642443,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,7.918786976245592e-05,Baixo
2024,9.166950247959756,Bagre,1501105,Para,Bagre,1501105,bagrense,CLEBERSON FARIAS LOBATO RODRIGUES,4397.321,31892.0,7.25,34633.0,82.7,0.471,21.62,129890031.99,131436927.2,7837.69,0.00028743729612315804,Baixo
2007,1513.362458618043,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.029305444484383398,Médio
2008,18.18912612306531,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0003522225774687808,Médio
2009,13.37321349896312,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0002589650374501485,Médio
2010,22.770897576866844,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00044094610051832544,Médio
2011,7.449636621836763,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00014425817900189314,Médio
2012,7.943589465162184,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0001538233083240484,Médio
2013,6.248279375796436,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00012099454649980511,Médio
2014,3.7988688367965215,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,7.356303783421161e-05,Médio
2015,4.447080623743764,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,8.611530806420797e-05,Médio
2016,5.637623806271399,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00010916953208248095,Médio
2017,5.195260557905026,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00010060340732954486,Médio
2018,9.904301788298763,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00019179144068276686,Médio
2019,7.213567536953947,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0001396868290109399,Médio
2020,6.4378955300408505,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00012466636064446566,Médio
2021,14.626811051015334,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0002832402751886163,Médio
2022,8.88871127613803,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00017212508038454,Médio
2023,8.636148042028255,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.0001672343301258352,Médio
2024,8.2457877125727,Baiao,1501204,Para,Baião,1501204,baionense,LOURIVAL MENEZES FILHO,3760.0,51641.0,13.73,55949.0,91.4,0.578,22.3,158720435.08,163740485.0,11367.06,0.00015967521373661819,Médio
2007,2067.546944271577,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.5129116706205847,Médio
2008,48.19768959622592,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.011956757528212831,Médio
2009,15.75021012226215,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.003907271178928839,Médio
2010,5.626748512739445,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.00139586914233179,Médio
2011,5.637564126525146,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0013985522516807606,Médio
2012,6.856376585199117,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0017009120776976226,Médio
2013,4.588609429659391,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0011383302976083827,Médio
2014,2.7220149203797135,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0006752703846141686,Médio
2015,22.55840616562278,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.005596230753069407,Médio
2016,10.899227525839992,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.002703852028241129,Médio
2017,5.474697898378843,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.001358148821230177,Médio
2018,1.5762031334045434,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0003910203754414645,Médio
2019,2.33903746550727,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0005802623332937906,Médio
2020,2.2073268699814954,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0005475879111837002,Médio
2021,4.973123688684324,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0012337195953074482,Médio
2022,4.0131369990587045,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.000995568593167627,Médio
2023,2.5774232949011187,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.0006394004700821431,Médio
2024,0.4488173033363762,Bannach,1501253,Para,Bannach,1501253,bannaquense,VALBETANIO BARBOSA MILHOMEM,2956.649,4031.0,1.36,4252.0,95.2,0.594,,40793713.06,36296311.57,39829.41,0.00011134142975350439,Médio
2007,324.2826092613565,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,0.0025604627655851286,Alto
2008,1.0529854917433707,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,8.31413732130573e-06,Alto
2009,2.6698720642854235,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,2.1080711127401687e-05,Alto
2010,1.900212770289138,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,1.500365393043141e-05,Alto
2011,1.014289579377479,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,8.00860307443726e-06,Alto
2012,2.380321866599103,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,1.8794487695215975e-05,Alto
2013,0.8208145326228476,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,6.4809674901132855e-06,Alto
2014,0.9981172353531992,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,7.880909872508482e-06,Alto
2015,0.3385868101845967,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,2.6734055285005662e-06,Alto
2016,0.6957550475316067,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,5.493525839175733e-06,Alto
2017,2.771739881577088,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,2.18850365698941e-05,Alto
2018,0.8198216197288102,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,6.473127672552785e-06,Alto
2019,0.0651331702789667,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,5.142769070585607e-07,Alto
2020,2.595801271652761,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,2.049586475841106e-05,Alto
2021,1.9707142055497129,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,1.556031745400484e-05,Alto
2022,0.5589819380731667,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,4.413596036898276e-06,Alto
2023,0.2622620697564283,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,2.0707624931419525e-06,Alto
2024,0.9248952619247224,Barcarena,1501303,Para,Barcarena,1501303,barcarenense,JOSÉ RENATO OGAWA RODRIGUES,1310.338,126650.0,96.65,137331.0,97.3,0.662,13.12,852467794.24,790336364.5,71473.92,7.302765589614863e-06,Alto
2007,250.21546090951855,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,0.00019197091069263962,Alto
2008,0.9463791479236942,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,7.260832972792714e-07,Alto
2009,0.0836766060327044,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,6.419856792772795e-08,Alto
2010,0.9111970347183526,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,6.99090791350298e-07,Alto
2011,0.2528677402182715,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,1.9400579883449057e-07,Alto
2012,0.2312154756176725,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,1.7739369605384712e-07,Alto
2013,0.0,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,0.0,Alto
2014,0.0,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,0.0,Alto
2015,0.2652994158908736,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,2.03543659091527e-07,Alto
2016,0.2791012316031885,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,2.1413272150147614e-07,Alto
2017,0.2745997404854384,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,2.1067907660596024e-07,Alto
2018,0.9250682041417084,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,7.097330634820608e-07,Alto
2019,1.2596062241888322,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,9.663981318048463e-07,Alto
2020,0.2269493568734152,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,1.741206341196201e-07,Alto
2021,0.4766750165400838,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,3.6571575831886517e-07,Alto
2022,0.0709662238515368,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,5.4446877789553035e-08,Alto
2023,0.0,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,0.0,Alto
2024,0.0823996451594048,Belem,1501402,Para,Belém,1501402,belenense,IGOR WANDER CENTENO NORMANDO,1059.458,1303403.0,1230.25,1398531.0,96.1,0.746,14.81,4537008278.34,4194671693.0,22216.33,6.321885492008596e-08,Alto
2007,803.8761679349285,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.044415501847335684,Médio
2008,4.9141667983663915,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00027151592896659436,Médio
2009,6.591619054978241,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00036419796977613355,Médio
2010,4.254887657677253,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00023508965454871833,Médio
2011,1.57381735551226,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,8.695603931224157e-05,Médio
2012,2.287433894828356,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00012638454582177778,Médio
2013,0.6813660034618608,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,3.7646610501235474e-05,Médio
2014,1.2433346800757477,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,6.869631913783898e-05,Médio
2015,11.024986500285868,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.0006091489308959539,Médio
2016,4.516900902660239,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.0002495663242532869,Médio
2017,1.9695218605179312,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00010881937457969673,Médio
2018,2.609915616893163,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00014420219994989576,Médio
2019,5.119922255347949,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00028288426185689534,Médio
2020,4.472799634742418,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.0002471296554915972,Médio
2021,16.357264222548498,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.000903766187222968,Médio
2022,12.781629897724226,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.0007062064145933049,Médio
2023,7.535339266809309,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.0004163400887788999,Médio
2024,5.7899228644926035,Belterra,1501451,Para,Belterra,1501451,belterrense,ULISSES JOSÉ MEDEIROS ALVES,4398.418,18099.0,4.11,18954.0,96.6,0.588,11.4,93519155.32,85599084.21,13218.69,0.00031990291532640495,Médio
2007,121.575865748005,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0019125625835418535,Alto
2008,0.0595857317240051,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,9.373689449557962e-07,Alto
2009,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2010,0.0506723565093496,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,7.971487801744553e-07,Alto
2011,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2012,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2013,0.1593906043877683,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,2.5074426099669374e-06,Alto
2014,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2015,0.1121378501094913,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,1.7640890730959665e-06,Alto
2016,0.0,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,0.0,Alto
2017,0.2057301056962926,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,3.236429368953901e-06,Alto
2018,0.247922637043346,Benevides,1501501,Para,Benevides,1501501,benevidense,LUZIANE DE LIMA SOLON OLIVEIRA,187.826,63567.0,338.44,68191.0,97.4,0.665,11.63,264286094.55,251358374.2,30668.86,3.900178347937546e-06,Alto
